Date,Stream,Reach,Position,Corr_Pos,Bankfull_Width,Wetted_Width,Year,Cascade,Fork
7/12/2024,Zigzag,Upper,500,1500,3.08,3.08,2024,0,0
7/12/2024,Zigzag,Upper,490,1490,3.65,3.65,2024,0,0
7/12/2024,Zigzag,Upper,480,1480,2.93,1.45,2024,0,1
7/12/2024,Zigzag,Upper,470,1470,2,2,2024,1,1
7/12/2024,Zigzag,Upper,460,1460,3.05,3.05,2024,0,0
7/12/2024,Zigzag,Upper,450,1450,3.15,3.15,2024,0,0
7/12/2024,Zigzag,Upper,440,1440,2.73,2.57,2024,0,0
7/12/2024,Zigzag,Upper,430,1430,3.92,2.29,2024,0,0
7/12/2024,Zigzag,Upper,420,1420,3.32,3.32,2024,0,0
7/12/2024,Zigzag,Upper,410,1410,2.09,2.09,2024,1,0
7/12/2024,Zigzag,Upper,400,1400,3.83,3.83,2024,0,0
7/12/2024,Zigzag,Upper,390,1390,3.42,3.32,2024,0,0
7/12/2024,Zigzag,Upper,380,1380,4.07,3.29,2024,0,0
7/12/2024,Zigzag,Upper,370,1370,2.5,1.75,2024,1,0
7/12/2024,Zigzag,Upper,360,1360,3.15,3.15,2024,0,0
7/12/2024,Zigzag,Upper,350,1350,2.83,2.63,2024,0,0
7/12/2024,Zigzag,Upper,340,1340,5.65,5.65,2024,0,0
7/12/2024,Zigzag,Upper,330,1330,3.22,2.72,2024,0,0
7/12/2024,Zigzag,Upper,320,1320,3.36,3.36,2024,0,0
7/12/2024,Zigzag,Upper,310,1310,1.98,1.98,2024,0,0
7/12/2024,Zigzag,Upper,300,1300,3.64,3.27,2024,0,0
7/12/2024,Zigzag,Upper,290,1290,2.44,2.44,2024,0,0
7/12/2024,Zigzag,Upper,280,1280,4.96,4.96,2024,0,0
7/12/2024,Zigzag,Upper,270,1270,4.37,4.37,2024,0,0
7/12/2024,Zigzag,Upper,260,1260,3.27,1.95,2024,0,0
7/12/2024,Zigzag,Upper,250,1250,3.49,2.68,2024,0,0
7/12/2024,Zigzag,Upper,240,1240,1.67,1.28,2024,0,0
7/12/2024,Zigzag,Upper,230,1230,3.4,3.4,2024,0,0
7/12/2024,Zigzag,Upper,220,1220,2.52,2.52,2024,0,0
7/12/2024,Zigzag,Upper,210,1210,2.83,2.86,2024,0,0
7/12/2024,Zigzag,Upper,200,1200,4.19,4.06,2024,0,0
7/12/2024,Zigzag,Upper,190,1190,2.59,2.59,2024,0,0
7/12/2024,Zigzag,Upper,180,1180,2.56,2.56,2024,1,0
7/12/2024,Zigzag,Upper,170,1170,6.19,6.19,2024,0,0
7/12/2024,Zigzag,Upper,160,1160,3.43,3.43,2024,0,0
7/12/2024,Zigzag,Upper,150,1150,1.86,1.29,2024,0,1
7/12/2024,Zigzag,Upper,140,1140,3.71,2.37,2024,0,0
7/12/2024,Zigzag,Upper,130,1130,2.16,2.16,2024,1,0
7/12/2024,Zigzag,Upper,120,1120,2.73,1.83,2024,0,0
7/12/2024,Zigzag,Upper,110,1110,1.55,1.55,2024,1,0
7/12/2024,Zigzag,Upper,100,1100,2.34,2.34,2024,0,0
7/12/2024,Zigzag,Upper,90,1090,2.39,2.39,2024,0,1
7/12/2024,Zigzag,Upper,80,1080,3.21,2.14,2024,1,0
7/12/2024,Zigzag,Upper,70,1070,3.83,3.5,2024,0,0
7/12/2024,Zigzag,Upper,60,1060,1.44,1.44,2024,1,0
7/12/2024,Zigzag,Upper,50,1050,2.9,2.9,2024,0,0
7/12/2024,Zigzag,Upper,40,1040,4.53,4.53,2024,0,0
7/12/2024,Zigzag,Upper,30,1030,3.72,3.49,2024,0,0
7/12/2024,Zigzag,Upper,20,1020,2.53,2.53,2024,0,0
7/12/2024,Zigzag,Upper,10,1010,3.22,3.22,2024,0,0
7/12/2024,Zigzag,Upper,0,1000,2.4,2.4,2024,0,0
7/17/2024,Zigzag,Upper,500,1500,3.08,1.91,2024,0,0
7/17/2024,Zigzag,Upper,490,1490,3.65,2.92,2024,0,0
7/17/2024,Zigzag,Upper,480,1480,2.93,1.32,2024,0,1
7/17/2024,Zigzag,Upper,470,1470,2,0.89,2024,1,1
7/17/2024,Zigzag,Upper,460,1460,3.05,2.56,2024,0,0
7/17/2024,Zigzag,Upper,450,1450,3.15,3.15,2024,0,0
7/17/2024,Zigzag,Upper,440,1440,2.73,2.54,2024,0,0
7/17/2024,Zigzag,Upper,430,1430,3.92,1.21,2024,0,0
7/17/2024,Zigzag,Upper,420,1420,3.32,2.23,2024,0,0
7/17/2024,Zigzag,Upper,410,1410,2.09,1.91,2024,1,0
7/17/2024,Zigzag,Upper,400,1400,3.83,3.83,2024,0,0
7/17/2024,Zigzag,Upper,390,1390,3.42,2.83,2024,0,0
7/17/2024,Zigzag,Upper,380,1380,4.07,2.64,2024,0,0
7/17/2024,Zigzag,Upper,370,1370,2.5,1.55,2024,1,0
7/17/2024,Zigzag,Upper,360,1360,3.15,3.15,2024,0,0
7/17/2024,Zigzag,Upper,350,1350,2.83,2.34,2024,0,0
7/17/2024,Zigzag,Upper,340,1340,5.65,5.3,2024,0,0
7/17/2024,Zigzag,Upper,330,1330,3.22,2.06,2024,0,0
7/17/2024,Zigzag,Upper,320,1320,3.36,2.97,2024,0,0
7/17/2024,Zigzag,Upper,310,1310,1.98,1.82,2024,0,0
7/17/2024,Zigzag,Upper,300,1300,3.64,3.27,2024,0,0
7/17/2024,Zigzag,Upper,290,1290,2.44,2.44,2024,0,0
7/17/2024,Zigzag,Upper,280,1280,4.96,4.62,2024,0,0
7/17/2024,Zigzag,Upper,270,1270,4.37,3.86,2024,0,0
7/17/2024,Zigzag,Upper,260,1260,3.27,1.56,2024,0,0
7/17/2024,Zigzag,Upper,250,1250,3.49,2.65,2024,0,0
7/17/2024,Zigzag,Upper,240,1240,1.67,1.23,2024,0,0
7/17/2024,Zigzag,Upper,230,1230,3.4,2.99,2024,0,0
7/17/2024,Zigzag,Upper,220,1220,2.52,2.1,2024,0,0
7/17/2024,Zigzag,Upper,210,1210,2.83,2.83,2024,0,0
7/17/2024,Zigzag,Upper,200,1200,4.19,3.71,2024,0,0
7/17/2024,Zigzag,Upper,190,1190,2.59,2.47,2024,0,0
7/17/2024,Zigzag,Upper,180,1180,2.56,2.56,2024,1,0
7/17/2024,Zigzag,Upper,170,1170,6.19,6.19,2024,0,0
7/17/2024,Zigzag,Upper,160,1160,3.43,3.43,2024,0,0
7/17/2024,Zigzag,Upper,150,1150,1.86,1.21,2024,0,1
7/17/2024,Zigzag,Upper,140,1140,3.71,1.64,2024,0,0
7/17/2024,Zigzag,Upper,130,1130,2.16,2.16,2024,1,0
7/17/2024,Zigzag,Upper,120,1120,2.73,1.62,2024,0,0
7/17/2024,Zigzag,Upper,110,1110,1.55,1.55,2024,1,0
7/17/2024,Zigzag,Upper,100,1100,2.34,1.79,2024,0,0
7/17/2024,Zigzag,Upper,90,1090,2.39,2.39,2024,0,1
7/17/2024,Zigzag,Upper,80,1080,3.21,2.29,2024,1,0
7/17/2024,Zigzag,Upper,70,1070,3.83,2.28,2024,0,0
7/17/2024,Zigzag,Upper,60,1060,1.44,1.44,2024,1,0
7/17/2024,Zigzag,Upper,50,1050,2.9,2.81,2024,0,0
7/17/2024,Zigzag,Upper,40,1040,4.53,4.41,2024,0,0
7/17/2024,Zigzag,Upper,30,1030,3.72,1.72,2024,0,0
7/17/2024,Zigzag,Upper,20,1020,2.53,2.53,2024,0,0
7/17/2024,Zigzag,Upper,10,1010,3.22,2.99,2024,0,0
7/17/2024,Zigzag,Upper,0,1000,2.4,2.4,2024,0,0
7/24/2024,Zigzag,Upper,500,1500,3.08,3.08,2024,0,0
7/24/2024,Zigzag,Upper,490,1490,3.65,3.65,2024,0,0
7/24/2024,Zigzag,Upper,480,1480,2.93,1.49,2024,0,1
7/24/2024,Zigzag,Upper,470,1470,2,2,2024,1,1
7/24/2024,Zigzag,Upper,460,1460,3.05,3.05,2024,0,0
7/24/2024,Zigzag,Upper,450,1450,3.15,3.15,2024,0,0
7/24/2024,Zigzag,Upper,440,1440,2.73,2.73,2024,0,0
7/24/2024,Zigzag,Upper,430,1430,3.92,2.24,2024,0,0
7/24/2024,Zigzag,Upper,420,1420,3.32,3.32,2024,0,0
7/24/2024,Zigzag,Upper,410,1410,2.09,2.09,2024,1,0
7/24/2024,Zigzag,Upper,400,1400,3.83,3.83,2024,0,0
7/24/2024,Zigzag,Upper,390,1390,3.42,3.42,2024,0,0
7/24/2024,Zigzag,Upper,380,1380,4.07,3.25,2024,0,0
7/24/2024,Zigzag,Upper,370,1370,2.5,2.5,2024,1,0
7/24/2024,Zigzag,Upper,360,1360,3.15,3.15,2024,0,0
7/24/2024,Zigzag,Upper,350,1350,2.83,2.83,2024,0,0
7/24/2024,Zigzag,Upper,340,1340,5.65,5.65,2024,0,0
7/24/2024,Zigzag,Upper,330,1330,3.22,2.88,2024,0,0
7/24/2024,Zigzag,Upper,320,1320,3.36,3.19,2024,0,0
7/24/2024,Zigzag,Upper,310,1310,1.98,1.98,2024,0,0
7/24/2024,Zigzag,Upper,300,1300,3.64,3.33,2024,0,0
7/24/2024,Zigzag,Upper,290,1290,2.44,2.44,2024,0,0
7/24/2024,Zigzag,Upper,280,1280,4.96,4.96,2024,0,0
7/24/2024,Zigzag,Upper,270,1270,4.37,4.37,2024,0,0
7/24/2024,Zigzag,Upper,260,1260,3.27,2.52,2024,0,0
7/24/2024,Zigzag,Upper,250,1250,3.49,3.05,2024,0,0
7/24/2024,Zigzag,Upper,240,1240,1.67,1.34,2024,0,0
7/24/2024,Zigzag,Upper,230,1230,3.4,3.4,2024,0,0
7/24/2024,Zigzag,Upper,220,1220,2.52,2.52,2024,0,0
7/24/2024,Zigzag,Upper,210,1210,2.83,2.83,2024,0,0
7/24/2024,Zigzag,Upper,200,1200,4.19,4.1,2024,0,0
7/24/2024,Zigzag,Upper,190,1190,2.59,2.59,2024,0,0
7/24/2024,Zigzag,Upper,180,1180,2.56,2.56,2024,1,0
7/24/2024,Zigzag,Upper,170,1170,6.19,6.19,2024,0,0
7/24/2024,Zigzag,Upper,160,1160,3.43,3.43,2024,0,0
7/24/2024,Zigzag,Upper,150,1150,1.86,1.42,2024,0,1
7/24/2024,Zigzag,Upper,140,1140,3.71,3.27,2024,0,0
7/24/2024,Zigzag,Upper,130,1130,2.16,2.16,2024,1,0
7/24/2024,Zigzag,Upper,120,1120,2.73,1.91,2024,0,0
7/24/2024,Zigzag,Upper,110,1110,1.55,1.55,2024,1,0
7/24/2024,Zigzag,Upper,100,1100,2.34,2.34,2024,0,0
7/24/2024,Zigzag,Upper,90,1090,2.39,2.39,2024,0,1
7/24/2024,Zigzag,Upper,80,1080,3.21,3.21,2024,1,0
7/24/2024,Zigzag,Upper,70,1070,3.83,3.83,2024,0,0
7/24/2024,Zigzag,Upper,60,1060,1.44,1.44,2024,1,0
7/24/2024,Zigzag,Upper,50,1050,2.9,2.9,2024,0,0
7/24/2024,Zigzag,Upper,40,1040,4.53,4.53,2024,0,0
7/24/2024,Zigzag,Upper,30,1030,3.72,3.72,2024,0,0
7/24/2024,Zigzag,Upper,20,1020,2.53,2.53,2024,0,0
7/24/2024,Zigzag,Upper,10,1010,3.22,3.22,2024,0,0
7/24/2024,Zigzag,Upper,0,1000,2.4,2.4,2024,0,0
7/30/2024,Zigzag,Upper,500,1500,3.08,3.08,2024,0,0
7/30/2024,Zigzag,Upper,490,1490,3.65,3.65,2024,0,0
7/30/2024,Zigzag,Upper,480,1480,2.93,1.91,2024,0,1
7/30/2024,Zigzag,Upper,470,1470,2,2,2024,1,1
7/30/2024,Zigzag,Upper,460,1460,3.05,2.8,2024,0,0
7/30/2024,Zigzag,Upper,450,1450,3.15,3.15,2024,0,0
7/30/2024,Zigzag,Upper,440,1440,2.73,2.62,2024,0,0
7/30/2024,Zigzag,Upper,430,1430,3.92,2.24,2024,0,0
7/30/2024,Zigzag,Upper,420,1420,3.32,3.32,2024,0,0
7/30/2024,Zigzag,Upper,410,1410,2.09,2.09,2024,1,0
7/30/2024,Zigzag,Upper,400,1400,3.83,3.83,2024,0,0
7/30/2024,Zigzag,Upper,390,1390,3.42,3.42,2024,0,0
7/30/2024,Zigzag,Upper,380,1380,4.07,3.28,2024,0,0
7/30/2024,Zigzag,Upper,370,1370,2.5,2.02,2024,1,0
7/30/2024,Zigzag,Upper,360,1360,3.15,3.15,2024,0,0
7/30/2024,Zigzag,Upper,350,1350,2.83,2.83,2024,0,0
7/30/2024,Zigzag,Upper,340,1340,5.65,5.65,2024,0,0
7/30/2024,Zigzag,Upper,330,1330,3.22,2.75,2024,0,0
7/30/2024,Zigzag,Upper,320,1320,3.36,3.36,2024,0,0
7/30/2024,Zigzag,Upper,310,1310,1.98,1.98,2024,0,0
7/30/2024,Zigzag,Upper,300,1300,3.64,3.41,2024,0,0
7/30/2024,Zigzag,Upper,290,1290,2.44,2.44,2024,0,0
7/30/2024,Zigzag,Upper,280,1280,4.96,4.96,2024,0,0
7/30/2024,Zigzag,Upper,270,1270,4.37,4.37,2024,0,0
7/30/2024,Zigzag,Upper,260,1260,3.27,2.44,2024,0,0
7/30/2024,Zigzag,Upper,250,1250,3.49,3.07,2024,0,0
7/30/2024,Zigzag,Upper,240,1240,1.67,1.67,2024,0,0
7/30/2024,Zigzag,Upper,230,1230,3.4,3.4,2024,0,0
7/30/2024,Zigzag,Upper,220,1220,2.52,2.52,2024,0,0
7/30/2024,Zigzag,Upper,210,1210,2.83,2.83,2024,0,0
7/30/2024,Zigzag,Upper,200,1200,4.19,3.89,2024,0,0
7/30/2024,Zigzag,Upper,190,1190,2.59,2.59,2024,0,0
7/30/2024,Zigzag,Upper,180,1180,2.56,2.56,2024,1,0
7/30/2024,Zigzag,Upper,170,1170,6.19,6.19,2024,0,0
7/30/2024,Zigzag,Upper,160,1160,3.43,3.43,2024,0,0
7/30/2024,Zigzag,Upper,150,1150,1.86,1.37,2024,0,1
7/30/2024,Zigzag,Upper,140,1140,3.71,2.78,2024,0,0
7/30/2024,Zigzag,Upper,130,1130,2.16,2.16,2024,1,0
7/30/2024,Zigzag,Upper,120,1120,2.73,1.83,2024,0,0
7/30/2024,Zigzag,Upper,110,1110,1.55,1.55,2024,1,0
7/30/2024,Zigzag,Upper,100,1100,2.34,2.34,2024,0,0
7/30/2024,Zigzag,Upper,90,1090,2.39,2.39,2024,0,1
7/30/2024,Zigzag,Upper,80,1080,3.21,3.21,2024,1,0
7/30/2024,Zigzag,Upper,70,1070,3.83,3.83,2024,0,0
7/30/2024,Zigzag,Upper,60,1060,1.44,1.44,2024,1,0
7/30/2024,Zigzag,Upper,50,1050,2.9,2.9,2024,0,0
7/30/2024,Zigzag,Upper,40,1040,4.53,4.53,2024,0,0
7/30/2024,Zigzag,Upper,30,1030,3.72,3.72,2024,0,0
7/30/2024,Zigzag,Upper,20,1020,2.53,2.53,2024,0,0
7/30/2024,Zigzag,Upper,10,1010,3.22,3.22,2024,0,0
7/30/2024,Zigzag,Upper,0,1000,2.4,2.4,2024,0,0
8/7/2024,Zigzag,Upper,500,1500,3.08,3.08,2024,0,0
8/7/2024,Zigzag,Upper,490,1490,3.65,3.65,2024,0,0
8/7/2024,Zigzag,Upper,480,1480,2.93,1.94,2024,0,1
8/7/2024,Zigzag,Upper,470,1470,2,1.08,2024,1,1
8/7/2024,Zigzag,Upper,460,1460,3.05,2.76,2024,0,0
8/7/2024,Zigzag,Upper,450,1450,3.15,3.15,2024,0,0
8/7/2024,Zigzag,Upper,440,1440,2.73,2.73,2024,0,0
8/7/2024,Zigzag,Upper,430,1430,3.92,2.22,2024,0,0
8/7/2024,Zigzag,Upper,420,1420,3.32,2.39,2024,0,0
8/7/2024,Zigzag,Upper,410,1410,2.09,2.09,2024,1,0
8/7/2024,Zigzag,Upper,400,1400,3.83,3.83,2024,0,0
8/7/2024,Zigzag,Upper,390,1390,3.42,3.42,2024,0,0
8/7/2024,Zigzag,Upper,380,1380,4.07,3.27,2024,0,0
8/7/2024,Zigzag,Upper,370,1370,2.5,2.27,2024,1,0
8/7/2024,Zigzag,Upper,360,1360,3.15,3.15,2024,0,0
8/7/2024,Zigzag,Upper,350,1350,2.83,2.75,2024,0,0
8/7/2024,Zigzag,Upper,340,1340,5.65,5.65,2024,0,0
8/7/2024,Zigzag,Upper,330,1330,3.22,2.91,2024,0,0
8/7/2024,Zigzag,Upper,320,1320,3.36,3.2,2024,0,0
8/7/2024,Zigzag,Upper,310,1310,1.98,1.98,2024,0,0
8/7/2024,Zigzag,Upper,300,1300,3.64,3.64,2024,0,0
8/7/2024,Zigzag,Upper,290,1290,2.44,2.44,2024,0,0
8/7/2024,Zigzag,Upper,280,1280,4.96,4.96,2024,0,0
8/7/2024,Zigzag,Upper,270,1270,4.37,4.37,2024,0,0
8/7/2024,Zigzag,Upper,260,1260,3.27,2.9,2024,0,0
8/7/2024,Zigzag,Upper,250,1250,3.49,1.65,2024,0,0
8/7/2024,Zigzag,Upper,240,1240,1.67,1.67,2024,0,0
8/7/2024,Zigzag,Upper,230,1230,3.4,3.4,2024,0,0
8/7/2024,Zigzag,Upper,220,1220,2.52,2.52,2024,0,0
8/7/2024,Zigzag,Upper,210,1210,2.83,2.83,2024,0,0
8/7/2024,Zigzag,Upper,200,1200,4.19,4.07,2024,0,0
8/7/2024,Zigzag,Upper,190,1190,2.59,2.59,2024,0,0
8/7/2024,Zigzag,Upper,180,1180,2.56,2.56,2024,1,0
8/7/2024,Zigzag,Upper,170,1170,6.19,6.19,2024,0,0
8/7/2024,Zigzag,Upper,160,1160,3.43,3.43,2024,0,0
8/7/2024,Zigzag,Upper,150,1150,1.86,1.86,2024,0,1
8/7/2024,Zigzag,Upper,140,1140,3.71,3.52,2024,0,0
8/7/2024,Zigzag,Upper,130,1130,2.16,2.16,2024,1,0
8/7/2024,Zigzag,Upper,120,1120,2.73,1.94,2024,0,0
8/7/2024,Zigzag,Upper,110,1110,1.55,1.55,2024,1,0
8/7/2024,Zigzag,Upper,100,1100,2.34,2.34,2024,0,0
8/7/2024,Zigzag,Upper,90,1090,2.39,2.39,2024,0,1
8/7/2024,Zigzag,Upper,80,1080,3.21,3.21,2024,1,0
8/7/2024,Zigzag,Upper,70,1070,3.83,3.83,2024,0,0
8/7/2024,Zigzag,Upper,60,1060,1.44,1.44,2024,1,0
8/7/2024,Zigzag,Upper,50,1050,2.9,2.9,2024,0,0
8/7/2024,Zigzag,Upper,40,1040,4.53,4.53,2024,0,0
8/7/2024,Zigzag,Upper,30,1030,3.72,3.72,2024,0,0
8/7/2024,Zigzag,Upper,20,1020,2.53,2.53,2024,0,0
8/7/2024,Zigzag,Upper,10,1010,3.22,3.22,2024,0,0
8/7/2024,Zigzag,Upper,0,1000,2.4,2.4,2024,0,0
8/14/2024,Zigzag,Upper,500,1500,3.08,3.08,2024,0,0
8/14/2024,Zigzag,Upper,490,1490,3.65,3.65,2024,0,0
8/14/2024,Zigzag,Upper,480,1480,2.93,1.47,2024,0,1
8/14/2024,Zigzag,Upper,470,1470,2,0.85,2024,1,1
8/14/2024,Zigzag,Upper,460,1460,3.05,2.74,2024,0,0
8/14/2024,Zigzag,Upper,450,1450,3.15,3.15,2024,0,0
8/14/2024,Zigzag,Upper,440,1440,2.73,2.73,2024,0,0
8/14/2024,Zigzag,Upper,430,1430,3.92,1.6,2024,0,0
8/14/2024,Zigzag,Upper,420,1420,3.32,2.24,2024,0,0
8/14/2024,Zigzag,Upper,410,1410,2.09,1.59,2024,1,0
8/14/2024,Zigzag,Upper,400,1400,3.83,3.83,2024,0,0
8/14/2024,Zigzag,Upper,390,1390,3.42,3.28,2024,0,0
8/14/2024,Zigzag,Upper,380,1380,4.07,3.17,2024,0,0
8/14/2024,Zigzag,Upper,370,1370,2.5,1.66,2024,1,0
8/14/2024,Zigzag,Upper,360,1360,3.15,3.15,2024,0,0
8/14/2024,Zigzag,Upper,350,1350,2.83,2.59,2024,0,0
8/14/2024,Zigzag,Upper,340,1340,5.65,5.65,2024,0,0
8/14/2024,Zigzag,Upper,330,1330,3.22,2.69,2024,0,0
8/14/2024,Zigzag,Upper,320,1320,3.36,3.05,2024,0,0
8/14/2024,Zigzag,Upper,310,1310,1.98,1.98,2024,0,0
8/14/2024,Zigzag,Upper,300,1300,3.64,5.37,2024,0,0
8/14/2024,Zigzag,Upper,290,1290,2.44,2.44,2024,0,0
8/14/2024,Zigzag,Upper,280,1280,4.96,4.63,2024,0,0
8/14/2024,Zigzag,Upper,270,1270,4.37,4.37,2024,0,0
8/14/2024,Zigzag,Upper,260,1260,3.27,1.7,2024,0,0
8/14/2024,Zigzag,Upper,250,1250,3.49,3.1,2024,0,0
8/14/2024,Zigzag,Upper,240,1240,1.67,1.21,2024,0,0
8/14/2024,Zigzag,Upper,230,1230,3.4,3.32,2024,0,0
8/14/2024,Zigzag,Upper,220,1220,2.52,2.52,2024,0,0
8/14/2024,Zigzag,Upper,210,1210,2.83,2.83,2024,0,0
8/14/2024,Zigzag,Upper,200,1200,4.19,3.92,2024,0,0
8/14/2024,Zigzag,Upper,190,1190,2.59,2.59,2024,0,0
8/14/2024,Zigzag,Upper,180,1180,2.56,2.56,2024,1,0
8/14/2024,Zigzag,Upper,170,1170,6.19,6.19,2024,0,0
8/14/2024,Zigzag,Upper,160,1160,3.43,3.43,2024,0,0
8/14/2024,Zigzag,Upper,150,1150,1.86,1.35,2024,0,1
8/14/2024,Zigzag,Upper,140,1140,3.71,1.62,2024,0,0
8/14/2024,Zigzag,Upper,130,1130,2.16,2.16,2024,1,0
8/14/2024,Zigzag,Upper,120,1120,2.73,1.74,2024,0,0
8/14/2024,Zigzag,Upper,110,1110,1.55,1.55,2024,1,0
8/14/2024,Zigzag,Upper,100,1100,2.34,2.34,2024,0,0
8/14/2024,Zigzag,Upper,90,1090,2.39,2.39,2024,0,1
8/14/2024,Zigzag,Upper,80,1080,3.21,2.58,2024,1,0
8/14/2024,Zigzag,Upper,70,1070,3.83,3.83,2024,0,0
8/14/2024,Zigzag,Upper,60,1060,1.44,1.44,2024,1,0
8/14/2024,Zigzag,Upper,50,1050,2.9,2.9,2024,0,0
8/14/2024,Zigzag,Upper,40,1040,4.53,4.53,2024,0,0
8/14/2024,Zigzag,Upper,30,1030,3.72,3.13,2024,0,0
8/14/2024,Zigzag,Upper,20,1020,2.53,2.53,2024,0,0
8/14/2024,Zigzag,Upper,10,1010,3.22,3.22,2024,0,0
8/14/2024,Zigzag,Upper,0,1000,2.4,2.4,2024,0,0
6/12/2025,Bear,Lower,500,500,2.73,2.73,2025,0,0
6/12/2025,Bear,Lower,490,490,2.17,2.17,2025,0,0
6/12/2025,Bear,Lower,480,480,2.14,2.14,2025,0,0
6/12/2025,Bear,Lower,470,470,1.91,1.91,2025,0,0
6/12/2025,Bear,Lower,460,460,1.45,1.45,2025,0,1
6/12/2025,Bear,Lower,450,450,3.11,2.99,2025,0,0
6/12/2025,Bear,Lower,440,440,1.56,1.56,2025,0,1
6/12/2025,Bear,Lower,430,430,2.6,2.6,2025,0,0
6/12/2025,Bear,Lower,420,420,1.84,1.84,2025,0,0
6/12/2025,Bear,Lower,410,410,3.96,3.96,2025,0,0
6/12/2025,Bear,Lower,400,400,3.16,2.57,2025,0,0
6/12/2025,Bear,Lower,390,390,1.54,1.54,2025,0,0
6/12/2025,Bear,Lower,380,380,3.11,2.86,2025,0,1
6/12/2025,Bear,Lower,370,370,2.33,2.33,2025,0,0
6/12/2025,Bear,Lower,360,360,3.94,3.94,2025,0,0
6/12/2025,Bear,Lower,350,350,4.21,4.21,2025,0,0
6/12/2025,Bear,Lower,340,340,4.34,4.34,2025,0,0
6/12/2025,Bear,Lower,330,330,1.91,1.91,2025,0,0
6/12/2025,Bear,Lower,320,320,2.7,2.7,2025,0,0
6/12/2025,Bear,Lower,310,310,2.91,2.91,2025,0,1
6/12/2025,Bear,Lower,300,300,3.12,3.12,2025,0,0
6/12/2025,Bear,Lower,290,290,3.59,3.59,2025,0,0
6/12/2025,Bear,Lower,280,280,2.94,2.94,2025,0,0
6/12/2025,Bear,Lower,270,270,3.15,2.19,2025,0,0
6/12/2025,Bear,Lower,260,260,2.21,2.21,2025,0,1
6/12/2025,Bear,Lower,250,250,3.72,2.36,2025,0,1
6/12/2025,Bear,Lower,240,240,2.13,2.13,2025,0,0
6/12/2025,Bear,Lower,230,230,3.42,3.42,2025,0,0
6/12/2025,Bear,Lower,220,220,3.91,3.91,2025,0,0
6/12/2025,Bear,Lower,210,210,3.58,2.76,2025,0,0
6/12/2025,Bear,Lower,200,200,1.19,1.19,2025,0,0
6/12/2025,Bear,Lower,190,190,3.86,3.86,2025,0,0
6/12/2025,Bear,Lower,180,180,4,4,2025,0,0
6/12/2025,Bear,Lower,170,170,2.61,2.61,2025,0,0
6/12/2025,Bear,Lower,160,160,1.99,1.99,2025,0,0
6/12/2025,Bear,Lower,150,150,2.89,2.89,2025,0,0
6/12/2025,Bear,Lower,140,140,4.15,4.15,2025,0,0
6/12/2025,Bear,Lower,130,130,6,6,2025,0,0
6/12/2025,Bear,Lower,120,120,3.32,3.32,2025,0,0
6/12/2025,Bear,Lower,110,110,2.21,2.21,2025,0,0
6/12/2025,Bear,Lower,100,100,3.1,3.1,2025,0,0
6/12/2025,Bear,Lower,90,90,3.23,3.23,2025,0,0
6/12/2025,Bear,Lower,80,80,3.57,3.57,2025,0,0
6/12/2025,Bear,Lower,70,70,2.59,2.59,2025,0,0
6/12/2025,Bear,Lower,60,60,2.1,2.1,2025,0,0
6/12/2025,Bear,Lower,50,50,2.58,2.58,2025,0,1
6/12/2025,Bear,Lower,40,40,3.02,3.02,2025,0,0
6/12/2025,Bear,Lower,30,30,1.87,1.87,2025,0,0
6/12/2025,Bear,Lower,20,20,1.65,1.65,2025,0,0
6/12/2025,Bear,Lower,10,10,1.32,1.32,2025,0,0
6/12/2025,Bear,Lower,0,0,3.88,3.88,2025,0,0
6/17/2025,Bear,Lower,500,500,2.73,2.73,2025,0,0
6/17/2025,Bear,Lower,490,490,2.17,2.17,2025,0,0
6/17/2025,Bear,Lower,480,480,2.14,2.14,2025,0,0
6/17/2025,Bear,Lower,470,470,1.91,1.91,2025,0,0
6/17/2025,Bear,Lower,460,460,1.45,1.45,2025,0,1
6/17/2025,Bear,Lower,450,450,3.11,3.11,2025,0,0
6/17/2025,Bear,Lower,440,440,1.56,1.56,2025,0,1
6/17/2025,Bear,Lower,430,430,2.6,2.6,2025,0,0
6/17/2025,Bear,Lower,420,420,1.84,1.84,2025,0,0
6/17/2025,Bear,Lower,410,410,3.96,3.96,2025,0,0
6/17/2025,Bear,Lower,400,400,3.16,2.53,2025,0,0
6/17/2025,Bear,Lower,390,390,1.54,1.54,2025,0,0
6/17/2025,Bear,Lower,380,380,3.11,2.92,2025,0,1
6/17/2025,Bear,Lower,370,370,2.33,2.33,2025,0,0
6/17/2025,Bear,Lower,360,360,3.94,3.94,2025,0,0
6/17/2025,Bear,Lower,350,350,4.21,4.21,2025,0,0
6/17/2025,Bear,Lower,340,340,4.34,4.34,2025,0,0
6/17/2025,Bear,Lower,330,330,1.91,1.91,2025,0,0
6/17/2025,Bear,Lower,320,320,2.7,2.7,2025,0,0
6/17/2025,Bear,Lower,310,310,2.91,2.34,2025,0,1
6/17/2025,Bear,Lower,300,300,3.12,3.12,2025,0,0
6/17/2025,Bear,Lower,290,290,3.59,3.41,2025,0,0
6/17/2025,Bear,Lower,280,280,2.94,2.94,2025,0,0
6/17/2025,Bear,Lower,270,270,3.15,2.02,2025,0,0
6/17/2025,Bear,Lower,260,260,2.21,2.21,2025,0,1
6/17/2025,Bear,Lower,250,250,3.72,2.49,2025,0,1
6/17/2025,Bear,Lower,240,240,2.13,2.13,2025,0,0
